query-id	corpus-id	score
0a9385bca3186c158cd7da74caec6761	4c5fea2b5a972384b686913076af4a4e	1
ef247a3e1608f265a5fcaa33c3d7f5dc	a2418d2ba7c7478a5bd823d28d68d419	1
b874e672992123673e5f6d076793c41e	05580805410f60209b312a9a39e4bc30	1
411444a020f5b398757d80002c1d5df8	efacf273b5595208b9f8e8ef86aa19ce	1
1db60537b61d11095390d12472de2e14	098c3a4fe36f2bff63a54599d285a45d	1
d25be89a887bd8fb895b23d27b1b8e5b	aab4f667d5f55e67dcfc553da4fe31a2	1
e47de9669ff3e5cc74edbfe6ffe103a5	9626ba8eedb38dae58aedb8242eb591f	1
17f5a341502d799204104184482051e2	a0bf12cb5d8d00b12653ab57578c0d78	1
c461fe63d46e6981e6aad36d5da60308	9bf4b4a55c0fd615802b0445187719d3	1
0cbd06ba9ca6ffc9c7a56168d6223cef	c074d6afd89beda94b074de05ef307b1	1
837aa4b1d31a371888cf58790175023f	f920c88c5330ed2f177bd80d5de97253	1
2f14cb1f337112154e47adb8b7455105	904c1cc186a8b8a4d4b5036c3d6d12e2	1
2d032dbb47597066ba5f93c196fd10c4	0f038e1c74de07cd008c5c9b0c2b2880	1
64d68fa600bc98acad651c34f8f79cb0	d01c40d75eff27ce8e51162d06dd5115	1
23fda74f28e45014f57dd42ccbab93e4	48ae5ee3f07faca44cb3d114931be6c7	1
c80450e8fbe39eb98b358e6887e6b6cc	24fe65825eeb1f37e3a61d21b814ac0a	1
78849ea33975c3e9270b12497e12c607	be16ad4535f6440f2106618ac018faa7	1
ae78cbe43fb8549bec08a04695cd283d	20b5be6f7df8542dce50644ef1f28f46	1
d239dfc6fe02a6d85e57a2304bdba51d	9ecf9e9bce1af154ced134a488005743	1
cd8ce5698950520145f13a0196326ca2	2c1d19305242ec29d468bf8c2100a701	1
db8365b490e3d037f216c0a8e1160872	23d661ab42998655088224dc723d1d8d	1
024137e177f233bf170cc90d07883e06	fc4fe3d46d4d94f168dc37795464d884	1
a9d6e84d19c4d383440baf4de86b9f02	24171f05f4e66c9eeffd3f37bd77fbba	1
5aad0461093d6609604583b0bb980a5a	6e5ddbb81d952682817ecba42077f061	1
a521537339b94742dc896bc7c2ce9803	ea3bc95d0efe2efb99d7d2239f7a9f0b	1
d9b4af80706557c29ee0b2fa88960462	477338e9714f94ad115792adf609d62c	1
d31cba655694ad61ca692f0903978eb7	2ffdb76ae40f38758929b28dfaef4ba3	1
f6ec2c072309d20095f6f78e61bd61b7	2a7c778d3a13870d311fa7cdd75f1293	1
5af1a4dfa5802f103cc2acb5f104d9e9	f7bc3b61c2df4c09f9202d9453a57aef	1
6cdd5818faa7c7b20d6afd79455248fb	6469b6eb4f6842b05e43571cc16f75a6	1
d829e1f59fe4f1084e7358db7cab7b5e	1ba4ed2e1dce8e46726474478a76c2bc	1
b7004de402a6e30a358649b892fbf74b	e1c5c9256455de8fa547f3bf4c5b46b6	1
41a045e8c382cbc6eb67225f36993289	e0fa62ac425fd7128eba16eb55319826	1
f6b9a8c99933d954402d40676a0136d6	6351ec774c4ae6a59466f16b62f06bdd	1
d425031d1d0da9ea6d3063b66d59e078	c7a1405603709d0aaeab5b0c5e0aa390	1
172b2857b678c6da158e12a0900a2836	0d279a49f85018cf3e65594755074970	1
7744dba88f9f4a48338bb88923232e9b	ad3dd8684f58ec535427c1257c5401d8	1
86d8c4a6a5ec0f4f5e047ec4e6a86f8a	f60ae7f6002c98e6054740c13f083aad	1
1020fb141e99730107888d0ebc3e3504	346f65340eb8914e075c031b60c66fe3	1
6812fed648bff17c13ca43e2514fe60e	edc88d1e2d0aa42b7c02508f0c6c30e3	1
121ffa64c022b7278990ed37507fe461	96e3b3856fe03e7e567fd061ea0ca5ca	1
539462b587db6c2c3a1a457c5e1ff8b0	822669ddfcb82151a6a0d7224ebd3287	1
0d61e151402c23a6cc698f7a8dff84c4	17541a32af6a1ea6def39bfc5deb3511	1
922487394e1325b04d3b922751b33721	3d2c95b35c8f3c1007b0fae272f7cae5	1
df8e45292583471d8a6aa508dec6bacd	1db9765581e733db8bcf314ba7c6c68f	1
5262508f97bf34b0830ce38921e7f86f	d0d8185992dc9becf68bdefb7a67454f	1
69b8b7124f7818b09b21a46d92031582	bb7484b11aaeecb0a946341a31e2dbf9	1
12871560b7aff6605700aacad8708138	9a80d955d4d771828e4de58d26f19ae4	1
86fbf0275ae04deef39b901ec91dddda	a8032c7eb23a200ee8d76aad49a59efb	1
2edca1d1e142ac1a7b9c3e6bb420b803	0f036f8037feb75b0b2cfaa393c6a5ac	1
ae3fec0d514ba54e8dff6f2518f0bc3e	a271e92aa2131cee4ca464f0452c9e70	1
c7bed5642c619031f2ccbca3c1d42697	4bf7f0c9f0e0a67820c5930ef4ffb14c	1
d1175f575ed301021542ccef0b44495f	4c23fb87e64ccdd000864bc897bcdaab	1
448ad0479d16dd5dd8018c8d47991b98	768d472c89749c0b59b28d0ff215efa8	1
5c01a64598f4bbbbc61134a3e78afa18	62e047e588e983e47947071672684397	1
e376e166a4aebeea5305d2ef1e7d6c69	da2bca03e2af56a63f5464c1a886174e	1
5a07c44273a68d8866e6debc12f8339f	fbcb7246a0085761182aecd71829520e	1
d9881aa6c7748b83534a2b834643abf3	aa2f72c415c2c0d12e6b61538aca989c	1
d966c3404e529429bc8396fc4c2a0add	f68991a4b185d07cdbb743b4425e1d5d	1
3997682ef52523d7e6a1aebad838600d	f464f8e9754041a2a5cd2d78c01fa9b6	1
9e2c13fe87740d4d7fa6a824fbcc9840	e4c7e604d9a2a9993c0603df16dd5dac	1
7af1ca9ef4663e7f5c728315ce8c6224	ffbdf9898b9b4a3f5142e7f4f2f52f43	1
cde02f9588e3ce057a321fd94fb24e5b	077cd384932bb4f4ec6885043f148202	1
f9f2e4defac16c9ce5a06d609044b48a	84249d05d01d6874746111d13b431b89	1
bbac04569ba7d62738b1348bac023089	777f161c8706ebcd099238df45b6464b	1
816268fa7d0d1e0c8bca4b781c87e630	c79143ab9f2b7237ea67d5c721bee685	1
c20b270685c6460e3880272e4947b611	55482f530f9fe8c748a6105b52478956	1
10de0419496252b1032c4812d30f26b1	8a13287164098f087d5d408deb1719c6	1
e27680a8e1471611088c6f5b001c1b10	6f105159d373672aa8aff623012c40e1	1
82cda24eff2fa43ab98a2147943a40bf	f1ad08f5318467e94e044aca92fd65a6	1
ad8644dd1e41d838a0ceb13a41c9a165	ba7fcbe8dd0943648aaacd51e4f3c604	1
f13abc573844e96e88a6e67502c5c59d	3cbf967fd9890782c8b2adbdab7e8c5c	1
7b9e63cab7671b6a7c7d9d4c9033f735	210562f59c4f70bb44799cfc018771c7	1
d64aa4b8d4c981d7aefbacea511cde6f	2d40d59481a278bbd1fa3ee9d5a8082c	1
b9c0fabe2505c31339e2390841230395	b32b2e8d93f7ccd8b9dd45e26c9169bf	1
d540fea6da5830064a53badb5c631cd7	c6bc199aad1656d47fc6e95b4f3569e6	1
64c5a760ee111f0e7d1144a3cacf4845	b74b5c0a15185105bea4c238383b969d	1
18187114fb406ebb957d144e69b3fba5	f4f32ea0cd168c48d0d84cfcb289709a	1
b8b99ef5d2b0ac91edca2087dca5df87	f911a1257b61bb6f86b7c35b9f97ee74	1
0f4a74e53e4bd2c99ce7cffd37209454	3a89ce614cfa38139c058d15cdc170e7	1
47d0af6daa6cdab7c4c70547e40f78c8	9bd59814dd5c46851ec503d89f71da0b	1
e4d7b5da26b2c4d2fa997142089935c9	5852484f73e8d8e19fc7fb6f91df7d30	1
ad7a4a86acb33ad5bd6a8559259084ad	30cd13a0e7d48255fa6a035cd8347b85	1
fba9e5d3b98a1100d0cbdafda7c0cdf4	dcba7efffb2a3b0a4ec52167cd4d5e96	1
59065e57fb6c34426cad9e4fab353ada	1b72569292ae0a42e7fe71adbe00fba5	1
f40494eafba86a8afba530244c6e6fb8	d1d47fedd7650d292c175d7d7ed50fc6	1
5c21ae92c8faa2ba373f15bb7bcbc28f	47a3809ec4bde8ea7a057050a69cd368	1
e7c9516c2d86fd78ac8b2508c001bf10	ae56f7f94a65c578c4a167e3ae60430b	1
86ee8209ca4081daf0af5d66ddef3182	613d735ea92a7e5747d293c4c582aca5	1
a5ee42b569626e11c7e4d0c83f914c04	edfc4792ca40421140038a8efb2cbb6e	1
64d4e196ef6a6ee7a8a71844ba84cb15	f3c316d7eb3c4037784e91cc086544db	1
311e8e6183cfd442c895fcc7f106cc69	9ae2c5a399dc0cee54f313f301e1fe0c	1
99cca01c5d2f405291189fc31451aabc	c608a24b2d520960d09a9d9c5f5110ae	1
dba0fac350f37d6f1a1c421c38e59c31	0d1553dca28a9466ff0f3d63f2d984d3	1
0f8967234518fd59c74edbe566654610	ecba90029feac4ac7c26b4266c42bc16	1
1f804f7c485bbe36bda493dc678b0aa5	5543ae61bfda4518f09ed1bca6e8b9a6	1
d1a43d40c7ce1dd78e1e7065ec6f3f70	eeb684d27c903b8fab96b8fc9e29223b	1
b80e4cf8c0f9605234c5afc691c307e2	c5ccb7ef86638e93cee09a767806d2b5	1
edac81b536c0e805af608d3373dbd408	2b1eccb13a1b8bf4362512b5d9eff400	1
6fc010f5eb8ceecd23bea5ef9920780c	e45874f20c69e1121652feca14b98a5b	1
f1dd767191c6d4a2a1267f57c78e8db7	d1612a62447c07cd4628927140ab20cb	1
a9d985bc3b2a114ba84c9aec402142d1	912501b47b784e984a32a9e777ffe52e	1
92b2f6c6ae52aa51c09a4c6311738c8c	a2b8b6fb088bd8d7c0985a09deb721de	1
cdbc14ed77fb0d81dc86ab4cc80a3d21	372eafe65a6497122ec5b8f4d6a1131c	1
4f4350988cfda0d201c6d636d8036f8a	6224c3b1d6663370bcfe790f84fcbd0a	1
76c110fe2bb4be0ef80f144317f271e7	b324e1ff756f6c477768871696b8d2d4	1
fd447e7b06f6dac47108cb9ba10aef24	6f30b079dd2dff9a288ddf2a72acbd77	1
263cc451ff95c8177b4fb67637ddc5ad	9093b7adcb5c576e649b405084b79926	1
3b663d8a2ec48b78938552fd9da585d6	0fe5cc8a9fd8f55ea912177ffeb3c5f1	1
dc481b5e290069b3e3547fbf4210e546	92109084737fd30f6bb1d6e604173dcb	1
8795ae76c294de4ab11cac3855f115f7	15346e220c0b3f60372a1b1bbc2d55a7	1
b8bb1527b135c3d90ff06744263aef60	82989df7da9d4d9433581ae431c3ab8c	1
cd94c7c33f7469cf6529c4cfa3d6f202	086e662bfb042c31c83cbb45571fdc48	1
b837b7977fd25a8c82b6d6cd99446e87	e9ead6dd9aa8c1fcf150fdfc29261a32	1
8689d5f6d73e8ed174dc7431884d4084	983489705b03119e07ccfce6505522e9	1
45a93d27eff84237918b5f6981eb9e6e	00fc2c69c8fd6a7bcb62efea5fecdf56	1
a1bc9cb846d21618b2099d911b883f45	1868b6a8be2aaefb8f912a2a809600c1	1
1ce93603a4ed4e153f713b5364019972	32324da6cf3e05a4b6a50e9ab3c67805	1
394ea7f9e7e295a89bec73dfeb4c752c	33de086419f6ee7341d574bb14946f01	1
