query-id	corpus-id	score
437f08bbf3a575bff2a5214882fb01ac	08030afc1d020140a09c31ebd19751c5	1
097ea98cc71c12967eea2208caa654ec	77b9ef98c491691fccfd7f38f7e9aff2	1
d8c3f429a72b3ce3a47f58c41a595cc5	e6cf3ed32b3da50111e6e1bcca5e526e	1
7b3a3b8e1fb8ccd1663b01a9343890f6	6505f70f410e6c0a2b604c4bf09199c1	1
e6ce0cccbbb8de05b26211a1961840d5	39df0f3c0a418461d05a16acdad9c5b0	1
5d0841f38afb14d1298234b859e0127a	a4f6b69a6389881718c1e473f78fe75e	1
3ffd8b9ded10b9dbd1a4cdf056ae78b3	cb02093e54f97b36b74c60de72418221	1
f189fe1dd25edd3205a4095255c4b92c	c37de2da38fa412c35f60d327041c4cd	1
6b2644da0cef427f67d007283f5d4a38	a7de121887c7291b27270bfaf3f5bb56	1
2edefec883629a8515a32243dcd9a84a	e43cb87f45a5717aa22fedad0bef9209	1
54c71787ab302aca46cd310ba0b00bfe	d15477be6f1ef26797fe654d33f2aa81	1
29509e790d802de357b675a6d0366f80	00c7e073aae7f85adfca7abb59c4eaad	1
79794fed0b66b0d039d6b8df8d4ff6ea	eea81c5587c9d4f4937092a57b7e5eec	1
20c40e0b9d3dc9c6f2f0227cad62f313	84a1b91c905ce43b39d62140c99edc14	1
880573c84e22a0f56a5cddf21857f4e8	5103a6a1455856eadbb7f8364ef16e56	1
d75e5b4f2ff584cb81797d74da161ba9	5dee2a7f1963473daf78b4b2a34de72d	1
9a409334d7f0f7a6553e9291ddeb866f	1a042fac5dc2ed9b7e38b8dce727f19f	1
385f5be4274ec4e0498120237a39d410	4c624851e90f9fe26de6c0d20176dc2e	1
d41d8cd98f00b204e9800998ecf8427e	af6d6ff1185e66d8f7bea4dfb6a75409	1
d6fcb18287eb4130fc0d154fd65b5447	5c68c82300544a4d22b3ec49d7b392ad	1
241c87c72df92ad33f33b9dd968efce2	8b4dd1fdf83b7f678e45c77d1391baad	1
f04b3099105699abd30878a5739b8a40	687310efd45652c6d1d3c115f9708a88	1
b12b52c9b4a5a87e5c16c224990ca10e	be5080826b03609c5faca330098a7890	1
cfd0df30e130b154167736421f97d3cc	a7cbf82491208337751a57941918e04a	1
8944a8e1492009ab6f527df337ada2b3	877a7b232437cc61d980ebb6d03999fb	1
fbd412968ab62be17c6a0b185ad08ebb	9b3c701e18741561b4d7243f4369e45e	1
128a73f7620fd272546cc9b771602e8f	ea9cb9da119686602f54e1410fba646e	1
2b9bb62ef74b37d7b3f719949c602c2e	6eecea1b47859b2546a45d716053ca77	1
2f2650c169cc377fd4c4e815991d3230	2e27507165ada485672bc724ea9aa6e6	1
918f1cf258f94e4ec681d93c4ccd5117	55325bcdaed944956fdd67e9cc6f623c	1
d52daf05c5ba92e98e0ce4c0efcb91b7	d94444782aff01123439bae5b3bcde66	1
bf85e29bf1e822e7b00a1db0da1990cc	221d669e41cf533f9456f52f55810891	1
ad75d697c450d6f084dd2e6d7de69b16	fbbb38b0ab6bda9668ea3a438e5a51e5	1
bb0edecc39a78457ddecbe3988ea2dfd	580951d998b747c345b64d568819eb11	1
23f3c054d9cff2563992e1ecde52b971	4a7e672d8adc962c9d289a8ac2471e9a	1
ffb501335f9d42e4e58be2691a51d2cb	1975beb20797c07da22308d13b836445	1
0d3c9a2cb5e6e2c15b116d69b3d9c175	55e551e9423c3ec0893ce56ce272b1c8	1
e6ca3e803b29870b0adf72711aa47396	2221d7b41d3e9a65038b6e712fd38522	1
74e3916f7ea25b7750868520b0c71712	9f7be1cfaf53359c2774645e5b0b3cb5	1
d601911a710cca3d852aa263ece46365	cf74cebf38c7c5b0fe2b22a36152474b	1
b9c230f4b588a8a5c016267d933114a7	a28ae4de82dfcf5ac618c80bdbcbe50d	1
8e61b40a1590177d4c8b16023c165c57	4f8a58e88129e796b8f47f9105b86733	1
64be351e2494003d47fb31bfc4df10c7	07860915828c93872b72ba9544ee70fd	1
99aaae044360e7ce92127697cd5cd2f5	f790125ddcb42af40d029628c215d886	1
0e83015554848982ae8a141e82133ef6	b029b81c7f735005e3920040704d9274	1
dec9827da44398079be60cafd62e38d2	19e17b044aacb50752f1de0bc5ac0c72	1
d41d8cd98f00b204e9800998ecf8427e	a0f39d964b724b1855c1fd1243649300	1
fce7d667ae93b12d9120183e12dfe6a8	681e12fa01556848368eb90fcff21512	1
807d16198eead708c501c3cd2a844b2f	aef7bc5c63c944f1688a4195f9f9d18e	1
4a20efe4ab272d2b703239eb03175c61	3165c9bd6fe25279f013846369d79d10	1
057313ef72e8c2055c5b019b4e43ef1e	6f0fb4dc05cd056d9940a30177555bd4	1
e0cf510bbe0f76f2811aa2606ff381c5	c8f4f92d7df55f1fb2f41acfaa033a4e	1
813600cc61f4a94fa6a1ba26f0852cc1	3b18d9b15502a36fc98f8875109ba0aa	1
d99e8665526ac5f6b3c9b1a528132b52	75a8d61b6ccca5cdaa5d0af42d69007e	1
4982bcc0b826318c4567b26683e28f4c	6aed693213fca21afbd57a7340026ee6	1
1797025439d4b630fb8eaea3c029a988	8fbb50a7cba37fe9e83abdf1b5ea60c8	1
af8c06e5d472ab0f4f8b4e1fb677c7a8	8be52e627c0864606e8842e3610e6f6c	1
d48e81e12f1c99dc8a9abf065a23ed93	0a750fdbe21a7264a65b0d61bfc1d7c5	1
546e825258f88f85778b8c1b56bd93c0	023c9670cc8b51ac887b574740acd9e9	1
bc3c09fecb44239ebabb8f47ba0f6325	3d342764d30a97428c99700f00615fdb	1
2f692aec68dbd17393652d6f44c5bf1d	d416c6f0b7cba8d2119f33748c1fa414	1
e7a217e15dd251f188f2e18dbaf695fc	c5a2f11e2f1f7718f811aa89ed61f3de	1
eb7fbe60077c61ce8cfabe92b3402182	0e5b29c0a946b42d1c525c571abe90a2	1
bf3d7c079da35fb9a626473a6e10e0b1	07435dc5d68ac0f47751a84a6a9c73e8	1
1e4304257a625e59414056ac03a357be	5e5d322081921c9e868234ddf2937775	1
25dac4dbb59b079eb7915cc275a96c54	2cb91d9a760fa88f722b7b0e7ec4f896	1
8363cd08a5c10996aae07db644f11864	d5804be3b3d5f070c8f8c80db31fb65f	1
fd0e7a794011f039a5ee310a3944491d	bbaa3975f0caf618d8c3092561e094c7	1
a4d75231a6c4add955f7792af61e7ed7	dba2efba6bb21d61b54d21e7f525fa1c	1
62102c01fc48449c4f9fc633bebd13aa	e9be040137ff55d108949c245e1e014d	1
b542ff269386dac411de4a9fc5c9ce63	20e6517019e892b28280a56a63b933c1	1
84021dac7d4192294f06e7c94cec28c6	70dba75e97ab093f55a5fde33a0821ab	1
9b476ad68ad10b68dcf936e0645bfcc3	55de84f203499f17fbc75857a75f38fb	1
64d56f2b3ab227b02a648f102758b741	e54d7c5df961a34a4099fd3e611d5573	1
0ae1c15a3eb024cd807b23f3944775b2	c90d4441e39b030693f9e1204b96f296	1
1d67747c8c57a92fa7fe39792059d6c0	863609479dbd69461db2991731fec6a8	1
8a6f7e34ac3895d886071decad2b1e17	950eb5e5618a10872f61e64db220e40c	1
ef4f4336715a8cecbce35a9fec332131	51706a72e3dd39f2f6c1c555030cd5f0	1
a2d03bcf504221e69763f67f31e1a05f	7449b1e5ce8c0b6361ee2dea032df256	1
d75f4bed4187554d2fdae8cea2773a8e	c5c3e11fbdf3ffc197fe92f5778929ce	1
